student_id,skill,exercise_id,response_time,correct,hint_count,attempt_count,time_interval
2020,equivalent-fractions-decimals-percents,52,141.0000005,0,0,1,
2020,of-means-multiply,48,754.0000002,1,1,2,
2020,of-means-multiply,48,15.99999976,0,1,1,
2020,equivalent-fractions-decimals-percents,49,38.99999976,0,1,1,
2020,equivalent-fractions-decimals-percents,49,36.00000024,0,1,2,
2020,equivalent-fractions-decimals-percents,49,33.00000024,1,1,3,
2020,fraction-multiplication,50,75,0,0,1,
2020,fraction-multiplication,50,54,1,0,2,
2020,equivalent-fractions-decimals-percents,51,38.99999952,1,0,1,
2020,proportion,1530,193,0,1,1,
2020,proportion,1530,140,0,1,2,
2020,proportion,1530,54,0,2,3,
2020,proportion,1530,51,1,2,4,
2020,order-of-operations,4012,169,0,0,1,
2020,order-of-operations,4010,794,1,1,6,
2020,order-of-operations,4009,34.00000024,0,1,1,
2020,order-of-operations,4009,32,1,1,2,
2020,order-of-operations,4010,44.00000024,0,0,1,
2020,order-of-operations,4010,45.99999952,0,0,2,
2020,order-of-operations,4010,63.00000024,0,0,3,
2020,order-of-operations,4010,16,0,1,4,
2020,order-of-operations,4010,22,0,1,5,
2020,order-of-operations,4011,47.00000048,1,0,1,
2020,graph-shape,991,30.99999952,0,1,1,
2020,graph-shape,989,84.00000024,0,0,1,
2020,graph-shape,989,25.99999976,1,0,2,
2020,graph-shape,990,17.00000024,0,0,1,
2020,graph-shape,990,33.00000024,0,0,2,
2020,graph-shape,990,17.99999976,0,0,3,
2020,graph-shape,990,49.99999976,1,0,4,
2020,probability,2100,247.0000005,0,0,1,
2020,probability,2100,27,1,0,2,
2020,area,174,94,0,0,1,
2020,perimeter,172,402.0000002,0,1,2,
2020,perimeter,173,791,1,1,4,
2020,area,171,27.99999952,0,1,1,
2020,area,171,54.00000024,1,1,2,
2020,perimeter,172,63.00000024,0,0,1,
2020,perimeter,172,28.99999976,0,2,3,
2020,perimeter,172,55.00000048,1,2,4,
2020,perimeter,173,46,0,0,1,
2020,perimeter,173,11.99999952,0,1,2,
2020,perimeter,173,29,0,1,3,
2020,area,174,25.99999976,0,1,1,
2020,perimeter,173,761.9999995,0,0,1,
2020,area,171,36.99999976,1,0,1,
2020,perimeter,172,36.00000024,1,0,1,
2020,perimeter,173,69.00000048,0,0,2,
2020,perimeter,173,44.99999976,0,0,3,
2020,perimeter,173,55.00000024,0,0,4,
2020,perimeter,173,45.99999952,0,1,5,
2020,perimeter,173,41,0,1,6,
2020,perimeter,173,21,1,1,7,
2020,linear-area-volume-conversion,2186,327.0000002,0,1,1,
2020,linear-area-volume-conversion,2181,49.99999976,0,0,1,
2020,linear-area-volume-conversion,2181,137,0,0,2,
2020,linear-area-volume-conversion,2181,28.00000024,0,0,3,
2020,linear-area-volume-conversion,2181,115,1,0,4,
2020,linear-area-volume-conversion,2182,122.9999998,0,0,1,
2020,linear-area-volume-conversion,2182,20.00000024,0,0,2,
2020,linear-area-volume-conversion,2182,22.00000024,0,0,3,
2020,noskill,9319,275.0000002,0,1,1,
2020,noskill,9320,44.99999976,0,0,1,
2020,noskill,9320,201.0000005,0,1,2,
2020,noskill,9320,180.9999995,0,2,3,
2020,noskill,9319,13,0,1,1,
2020,noskill,9320,57.99999976,0,0,1,
2020,noskill,9320,12.00000024,0,0,2,
2020,noskill,9320,11,0,0,3,
2020,noskill,9320,3.999999762,1,0,4,
2020,noskill,9321,17.00000024,0,0,1,
2020,noskill,9321,12.99999976,1,0,2,
2020,noskill,9322,48,1,0,1,
2020,noskill,9351,140,0,1,1,
2020,noskill,9355,70,0,0,1,
2020,noskill,9355,5,0,0,2,
2020,noskill,9355,4.000000238,1,0,3,
2020,noskill,9357,89,0,0,1,
2020,noskill,9357,5.999999523,0,0,2,
2020,noskill,9357,6.000000238,0,0,3,
2020,noskill,9357,9.999999762,1,0,4,
2020,noskill,9340,157.0000002,1,0,1,
2020,noskill,9299,91,0,0,1,
2020,noskill,9343,7.999999762,0,0,1,
2020,noskill,9343,7.000000477,1,0,2,
2020,noskill,9344,37.99999952,1,0,1,
2020,noskill,9349,31.00000024,0,0,1,
2020,noskill,9349,30.00000024,0,0,2,
2020,noskill,9349,4.999999762,1,0,3,
2020,noskill,9350,37,1,0,1,
2020,noskill,9334,164,0,0,1,
2020,noskill,9335,40,1,0,1,
2020,noskill,9336,11,1,0,1,
2020,noskill,9345,101.0000005,0,0,1,
2020,noskill,9346,12.99999976,0,0,1,
2020,noskill,9346,3.999999762,0,0,2,
2020,noskill,9346,3,1,0,3,
2020,noskill,9347,9.000000238,0,0,1,
2020,noskill,9347,3,1,0,2,
2020,noskill,9348,17.00000024,1,0,1,
2020,noskill,9314,191.9999998,0,0,1,
2020,noskill,9315,25,0,0,1,
2020,noskill,9315,6.999999762,1,0,2,
2020,noskill,9316,24,1,0,1,
2020,noskill,9317,16,0,0,1,
2020,noskill,9317,8,0,0,2,
2020,noskill,9317,9.000000238,0,0,3,
2020,noskill,9317,8,0,0,4,
2020,noskill,9317,4.000000238,1,0,5,
2020,noskill,9318,154.9999998,1,0,1,
2020,noskill,9352,138.9999998,0,0,1,
2020,noskill,9353,10.00000048,1,0,1,
2020,noskill,9354,11.99999976,1,0,1,
2020,noskill,4674,140.9999998,1,0,1,
2020,equation-concept,2705,71.00000024,0,0,1,
2020,equation-concept,2702,11,0,1,1,
2020,equation-concept,2702,36.99999976,0,1,2,
2020,equation-concept,2702,14.00000024,1,1,3,
2020,equation-concept,2705,27,0,0,1,
2020,equation-concept,2702,78,0,0,1,
2020,equation-concept,2702,3.999999762,1,0,2,
2020,equation-concept,2703,270.0000002,0,1,1,
2020,equation-concept,2703,32,0,1,2,
2020,equation-concept,2703,28.00000024,1,1,3,
2020,equation-concept,2704,16.99999952,1,0,1,
2020,noskill,3396,82.00000024,0,0,1,
2020,noskill,3393,30.00000024,0,0,1,
2020,noskill,3393,5,0,1,2,
2020,noskill,3393,20.99999976,0,2,3,
2020,noskill,3393,3,0,3,4,
2020,noskill,3393,11.99999976,0,4,5,
2020,noskill,3393,73,0,5,6,
2020,noskill,3393,96.00000048,0,5,7,
2020,noskill,3393,45.99999952,0,5,8,
2020,noskill,3393,29.00000048,1,5,9,
2020,noskill,3394,75.99999952,0,0,1,
2020,noskill,3394,60.00000024,0,0,2,
2020,noskill,3394,63.99999976,0,0,3,
2020,noskill,3394,4.000000238,0,1,4,
2020,noskill,3394,68.00000024,0,2,5,
2020,noskill,3394,2.999999523,0,3,6,
2020,noskill,3394,12.00000024,1,3,7,
2020,noskill,3395,25.00000024,0,1,1,
2020,noskill,3395,63.99999976,0,2,2,
2020,noskill,3395,3.000000238,0,3,3,
2020,noskill,3395,0.999999523,0,4,4,
2020,noskill,3395,11,1,4,5,
2020,noskill,3373,12.00000024,0,1,1,
2020,noskill,3369,3.000000238,0,1,1,
2020,noskill,3369,1.999999762,0,2,2,
2020,noskill,3369,17.00000024,1,2,3,
2020,noskill,3370,16,0,1,1,
2020,noskill,3370,1.999999762,0,2,2,
2020,noskill,3370,1.000000238,0,3,3,
2020,noskill,3370,14.99999976,1,3,4,
2020,noskill,3371,17.00000024,0,1,1,
2020,noskill,3371,1.999999762,0,2,2,
2020,noskill,3371,9.000000238,1,2,3,
2020,noskill,3372,6.999999762,0,1,1,
2020,noskill,3372,6.000000238,0,2,2,
2020,noskill,3372,3.999999523,0,3,3,
2020,noskill,3372,4.000000477,0,4,4,
2020,noskill,3372,8.999999523,1,4,5,
2020,venn-diagram,4517,12.00000024,0,1,1,
2020,venn-diagram,4515,1.999999762,0,1,1,
2020,venn-diagram,4515,1.000000238,0,2,2,
2020,venn-diagram,4515,2,0,3,3,
2020,venn-diagram,4515,12.00000024,1,3,4,
2020,venn-diagram,4516,1.999999762,0,1,1,
2020,venn-diagram,4516,27,1,1,2,
2020,noskill,3429,16,0,1,1,
2020,noskill,3426,2,0,1,1,
2020,noskill,3426,1.999999762,0,2,2,
2020,noskill,3426,6,0,3,3,
2020,noskill,3426,12.00000048,1,3,4,
2020,noskill,3427,8,0,1,1,
2020,noskill,3427,4.999999762,0,2,2,
2020,noskill,3427,10,0,3,3,
2020,noskill,3427,1.999999762,0,4,4,
2020,noskill,3427,9.000000238,1,4,5,
2020,noskill,3428,35,0,1,1,
2020,noskill,3428,6.999999762,0,2,2,
2020,noskill,3428,31.00000024,1,2,3,
2020,noskill,3448,14.99999976,0,1,1,
2020,noskill,3446,3,0,1,1,
2020,noskill,3446,2.000000477,0,2,2,
2020,noskill,3446,0.999999762,0,3,3,
2020,noskill,3446,9.000000238,1,3,4,
2020,noskill,3447,15.99999976,0,1,1,
2020,noskill,3447,8.999999762,0,2,2,
2020,noskill,3447,13.00000048,0,3,3,
2020,noskill,3447,6.999999762,1,3,4,
2020,pythagorean-theorem,4665,6.999999762,0,1,1,
2020,pythagorean-theorem,4665,2.000000477,0,2,2,
2020,pythagorean-theorem,4665,0.999999523,0,3,3,
2020,pythagorean-theorem,4665,1.000000238,0,4,4,
2020,pythagorean-theorem,4665,1.000000238,0,5,5,
2020,pythagorean-theorem,4665,5,1,5,6,
2020,area,4559,16.99999952,0,1,1,
2020,area,4556,1.000000238,0,1,1,
2020,area,4556,1.999999762,0,2,2,
2020,area,4556,7.000000477,0,3,3,
2020,area,4556,9.999999762,1,3,4,
2020,area,4557,6.000000238,0,1,1,
2020,area,4557,0.999999523,0,2,2,
2020,area,4557,1.000000238,0,3,3,
2020,area,4557,5,1,3,4,
2020,area,4558,4.000000238,0,1,1,
2020,area,4558,1.999999762,0,2,2,
2020,area,4558,6.000000238,1,2,3,
2020,noskill,3416,19.99999952,0,1,1,
2020,noskill,3414,1.000000238,0,1,1,
2020,noskill,3414,2,0,2,2,
2020,noskill,3414,1.000000238,0,3,3,
2020,noskill,3414,6,1,3,4,
2020,noskill,3415,2,0,1,1,
2020,noskill,3415,6.999999762,0,2,2,
2020,noskill,3415,3,0,3,3,
2020,noskill,3415,12.00000024,1,3,4,
2020,area,174,6.999999762,0,1,1,
2020,area,171,1.000000238,0,1,1,
2020,area,171,3.999999762,0,2,2,
2020,area,171,3,0,3,3,
2020,area,171,5,1,3,4,
2020,perimeter,172,3,0,1,1,
2020,perimeter,172,1.000000238,0,2,2,
2020,perimeter,172,0.999999523,0,3,3,
2020,perimeter,172,8,1,3,4,
2020,perimeter,173,3,0,1,1,
2020,perimeter,173,18.00000048,0,2,2,
2020,perimeter,173,0.999999762,0,3,3,
2020,perimeter,173,6,1,3,4,
2020,noskill,3432,64,0,0,1,
2020,noskill,3430,12.99999976,1,0,1,
2020,noskill,3431,25.00000024,1,0,1,
2020,linear-area-volume-conversion,2186,15.00000024,0,1,1,
2020,linear-area-volume-conversion,2181,1.999999762,0,1,1,
2020,linear-area-volume-conversion,2181,0.999999762,0,2,2,
2020,linear-area-volume-conversion,2181,1.000000238,0,3,3,
2020,linear-area-volume-conversion,2181,9.999999762,1,3,4,
2020,linear-area-volume-conversion,2182,4.000000238,0,1,1,
2020,linear-area-volume-conversion,2182,1.000000238,0,2,2,
2020,linear-area-volume-conversion,2182,0.999999762,0,3,3,
2020,linear-area-volume-conversion,2182,6,1,3,4,
2020,linear-area-volume-conversion,2183,3.999999762,0,1,1,
2020,linear-area-volume-conversion,2183,1.000000238,0,2,2,
2020,linear-area-volume-conversion,2183,1.000000238,0,3,3,
2020,linear-area-volume-conversion,2183,6.999999762,1,3,4,
2020,linear-area-volume-conversion,2186,22,0,1,1,
2020,linear-area-volume-conversion,2181,30.99999976,0,0,1,
2020,linear-area-volume-conversion,2181,5,0,1,2,
2020,linear-area-volume-conversion,2181,25.99999976,0,2,3,
2020,linear-area-volume-conversion,2181,5.000000477,0,3,4,
2020,linear-area-volume-conversion,2181,13,1,3,5,
2020,linear-area-volume-conversion,2182,63.99999976,0,1,1,
2020,linear-area-volume-conversion,2182,16,1,1,2,
2020,linear-area-volume-conversion,2183,25.00000024,0,0,1,
2020,linear-area-volume-conversion,2183,22,0,0,2,
2020,linear-area-volume-conversion,2183,2.999999523,0,1,3,
2020,linear-area-volume-conversion,2183,7.000000238,0,2,4,
2020,linear-area-volume-conversion,2183,26,0,2,5,
2020,linear-area-volume-conversion,2183,33,1,2,6,
2020,linear-area-volume-conversion,2184,33.00000024,0,0,1,
2020,linear-area-volume-conversion,2184,22.99999976,1,0,2,
2020,linear-area-volume-conversion,2185,54,0,0,1,
2020,linear-area-volume-conversion,2185,3,0,1,2,
2020,linear-area-volume-conversion,2185,143.9999998,1,1,3,
2020,rate,1639,177.0000005,0,1,1,
2020,rate,9659,5,0,1,1,
2020,rate,9659,148,0,2,2,
2020,rate,9659,6.999999762,0,3,3,
2020,rate,9659,16,1,3,4,
2020,rate,9660,17.99999976,0,1,1,
2020,rate,9660,98.00000024,0,1,2,
2020,rate,9660,20.00000024,0,2,3,
2020,rate,9660,2,0,3,4,
2020,rate,9660,3,0,4,5,
2020,rate,9660,14.99999976,1,4,6,
2020,point-plotting,5,323,0,1,1,
2020,point-plotting,1,1.999999762,0,1,1,
2020,point-plotting,1,2,0,2,2,
2020,point-plotting,1,1.000000238,0,3,3,
2020,point-plotting,1,9.000000238,1,3,4,
2020,point-plotting,2,31.99999976,1,0,1,
2020,point-plotting,3,21,1,0,1,
2020,reading-graph,4,9.000000238,0,1,1,
2020,reading-graph,4,3.999999523,0,2,2,
2020,reading-graph,4,2,0,3,3,
2020,reading-graph,4,8,1,3,4,
2020,area,4562,10.99999952,0,1,1,
2020,area,4560,13.00000048,0,1,1,
2020,area,4560,16.99999952,0,1,2,
2020,area,4560,11,1,1,3,
2020,area,4561,16,1,0,1,
2020,point-plotting,1139,1101,0,1,1,
2020,point-plotting,1137,5,0,1,1,
2020,point-plotting,1137,4.999999762,0,2,2,
2020,point-plotting,1137,6.999999762,0,3,3,
2020,point-plotting,1137,5,0,4,4,
2020,point-plotting,1137,18.00000048,1,4,5,
2020,point-plotting,1138,627.9999995,0,1,1,
2020,point-plotting,1138,6.000000238,0,2,2,
2020,point-plotting,1138,12.00000024,0,3,3,
2020,point-plotting,1138,19.99999976,0,4,4,
2020,point-plotting,1138,46,1,4,5,
2021,area-of-circle,1650,434.9999998,0,0,1,
2021,area-of-circle,1650,9.000000238,0,1,2,
2021,area-of-circle,1650,41.99999976,0,1,3,
2021,area-of-circle,1650,29.00000048,1,1,4,
2021,order-of-operations,409,62,0,1,1,
2021,substitution,405,211.0000002,0,1,1,
2021,substitution,406,869,0,0,2,
2021,substitution,405,149.0000002,0,1,2,
2021,substitution,405,54.99999976,0,1,3,
2021,substitution,405,25.99999976,0,1,4,
2021,substitution,405,104.0000005,0,1,5,
2021,substitution,405,46,0,2,6,
2021,substitution,405,116.9999995,0,2,7,
2021,substitution,405,33.00000024,1,2,8,
2021,substitution,406,57.00000024,0,0,1,
2021,substitution,406,121,0,0,3,
2021,order-of-operations,409,48,1,0,1,
2021,pattern-finding,4596,318.9999998,1,0,1,
2021,graph-shape,997,105,0,0,1,
2021,graph-shape,993,312,1,0,1,
2021,graph-shape,992,54,1,0,1,
2021,graph-shape,994,91,1,0,1,
2021,graph-shape,995,19,1,0,1,
2021,graph-shape,996,32,0,0,1,
2021,graph-shape,996,38,1,0,2,
2021,inducing-functions,1697,219.0000002,0,0,1,
2021,inducing-functions,1682,46.00000024,1,0,1,
2021,inducing-functions,1683,22.99999976,1,0,1,
2021,inducing-functions,1684,31.99999976,0,0,1,
2021,inducing-functions,1684,117.0000005,0,0,2,
2021,inducing-functions,1684,111.9999998,0,0,3,
2021,inducing-functions,1684,14,0,0,4,
2021,inducing-functions,1684,162.9999998,0,1,5,
2021,inducing-functions,1684,65.00000024,0,1,6,
2021,inducing-functions,1684,27,0,2,7,
2021,inducing-functions,1684,63.99999976,1,2,8,
2021,inducing-functions,1685,23.00000048,0,0,1,
2021,inducing-functions,1685,8.999999523,1,0,2,
2021,inducing-functions,1686,8,0,0,1,
2021,inducing-functions,1686,44.00000024,1,0,2,
2021,inducing-functions,1687,183,0,0,1,
2021,inducing-functions,1687,28.99999976,0,0,2,
2021,inducing-functions,1687,73.00000024,0,0,3,
2021,inducing-functions,1687,4.999999762,0,1,4,
2021,inducing-functions,1687,82.00000048,1,1,5,
2021,inducing-functions,1688,25.99999976,1,0,1,
2021,inducing-functions,1689,8,1,0,1,
2021,inducing-functions,1690,60.99999976,0,0,1,
2021,inducing-functions,1690,18.00000048,0,0,2,
2021,inducing-functions,1697,41.99999976,0,0,1,
2021,inducing-functions,1690,773.9999998,0,1,6,
2021,inducing-functions,1682,41.99999976,1,0,1,
2021,inducing-functions,1683,21.00000048,1,0,1,
2021,inducing-functions,1684,24,0,0,1,
2021,inducing-functions,1684,51.99999952,0,0,2,
2021,inducing-functions,1684,64.00000048,1,0,3,
2021,inducing-functions,1685,13.99999952,1,0,1,
2021,inducing-functions,1686,22,1,0,1,
2021,inducing-functions,1687,42.00000048,1,0,1,
2021,inducing-functions,1688,22.99999976,1,0,1,
2021,inducing-functions,1689,6.999999762,1,0,1,
2021,inducing-functions,1690,67.00000048,0,0,1,
2021,inducing-functions,1690,11.99999976,0,0,2,
2021,inducing-functions,1690,90.99999976,0,0,3,
2021,inducing-functions,1690,31.00000048,0,1,4,
2021,inducing-functions,1690,47.99999976,0,1,5,
2021,inducing-functions,1690,75,1,1,7,
2021,inducing-functions,1691,28.00000024,1,0,1,
2021,inducing-functions,1692,21,1,0,1,
2021,inducing-functions,1693,35.99999952,1,0,1,
2021,inducing-functions,1694,25.00000024,1,0,1,
2021,inducing-functions,1695,6,1,0,1,
2021,inducing-functions,1696,6.000000238,1,0,1,
2021,proportion,1644,205.9999998,1,0,1,
2021,mean,2274,480.0000002,0,0,1,
2021,mean,2268,24,1,0,1,
2021,mean,2269,197.9999998,0,0,1,
2021,mean,2269,14.99999976,0,0,2,
2021,mean,2269,29.00000048,0,0,3,
2021,mean,2269,8,0,1,4,
2021,mean,2274,330.0000005,0,0,1,
2021,mean,2274,16.99999952,1,0,2,
2021,noskill,4674,117.0000002,0,0,1,
2021,noskill,4674,51,1,0,2,
2021,equation-solving,1989,36.00000024,0,0,1,
2021,equation-solving,1987,45.99999952,1,0,1,
