student_id,skill,exercise_id,response_time,correct,hint_count,attempt_count,time_interval
1054,probability,4522,181.0000002,0,0,1,
1054,probability,4518,1976,0,1,7,
1054,probability,4518,52.99999976,0,0,1,
1054,probability,4518,9.999999762,0,1,2,
1054,probability,4518,231,0,1,3,
1054,probability,4518,81,0,1,4,
1054,probability,4518,1045,0,1,5,
1054,probability,4518,17.99999976,0,1,6,
1054,probability,4518,56,0,1,8,
1054,probability,4518,21.00000048,1,1,9,
1054,probability,4519,72,1,0,1,
1054,probability,4520,176.9999998,1,0,1,
1054,probability,4521,57.99999976,0,0,1,
1054,probability,4521,29.00000048,1,0,2,
1054,discount,968,129.9999995,0,0,1,
1054,discount,965,65.00000024,0,0,1,
1054,discount,968,270.9999998,0,0,1,
1054,discount,965,78,0,0,1,
1054,discount,965,116.9999998,0,1,2,
1054,discount,965,48.00000048,0,1,3,
1054,discount,965,28.99999976,1,1,4,
1054,percent-of,966,446,0,0,1,
1054,percent-of,966,55.00000024,0,0,2,
1054,percent-of,966,75.99999952,0,0,3,
1054,percent-of,966,195.0000005,0,0,4,
1054,percent-of,966,19.99999952,0,1,5,
1054,percent-of,966,75,0,1,6,
1054,percent-of,966,152.0000002,0,1,7,
1054,percent-of,966,184.0000002,0,1,8,
1054,percent-of,966,261.9999998,0,1,9,
1054,percent-of,966,38,0,1,10,
1054,percent-of,966,44.00000024,0,1,11,
1054,percent-of,966,70.99999976,0,1,12,
1054,percent-of,966,14,0,1,13,
1054,percent-of,966,165.0000002,0,1,14,
1054,noskill,9299,72.00000048,0,0,1,
1054,noskill,9343,19,1,0,1,
1054,noskill,9344,48,0,0,1,
1054,noskill,9344,38.99999952,1,0,2,
1054,noskill,9349,25.00000024,0,0,1,
1054,noskill,9349,20.00000024,0,0,2,
1054,noskill,9349,6.999999762,1,0,3,
1054,noskill,9350,14.00000024,1,0,1,
1054,noskill,9351,58.99999976,0,0,1,
1054,noskill,9355,32,1,0,1,
1054,noskill,9357,41.00000024,0,0,1,
1054,noskill,9357,6.999999762,0,0,2,
1054,noskill,9357,3,1,0,3,
1054,noskill,9319,33.99999976,0,0,1,
1054,noskill,9320,14.00000024,1,0,1,
1054,noskill,9321,44.99999976,1,0,1,
1054,noskill,9322,67,0,0,1,
1054,noskill,9322,12.00000024,0,0,2,
1054,noskill,9322,6.000000238,1,0,3,
1054,noskill,9340,124,0,0,1,
1054,noskill,9341,83.99999952,0,0,1,
1054,noskill,9341,13.00000048,0,0,2,
1054,noskill,9341,5,1,0,3,
1054,noskill,9342,8,0,0,1,
1054,noskill,9342,8.999999523,0,0,2,
1054,noskill,9342,6.000000238,1,0,3,
1054,noskill,9309,130.9999998,1,0,1,
1054,noskill,9352,220.0000005,0,0,1,
1054,noskill,9353,19.99999952,0,0,1,
1054,noskill,9353,4.000000477,0,0,2,
1054,noskill,9353,4.999999762,1,0,3,
1054,noskill,9354,30.99999976,0,0,1,
1054,noskill,9354,16,1,0,2,
1054,noskill,9334,36.00000024,0,0,1,
1054,noskill,9335,92.00000024,1,0,1,
1054,noskill,9336,39.99999976,0,0,1,
1054,noskill,9336,11,0,0,2,
1054,noskill,9336,10,0,0,1,
1054,noskill,9336,9.000000238,1,0,2,
1054,noskill,9345,92.99999976,1,0,1,
1054,noskill,9314,54,1,0,1,
1054,noskill,3623,141.9999998,0,0,1,
1054,noskill,3623,16,0,0,2,
1054,noskill,3623,94,0,0,1,
1054,noskill,3623,4.000000238,1,0,2,
1054,discount,968,164,0,0,1,
1054,discount,965,111,0,1,1,
1054,discount,965,88,0,2,2,
1054,discount,965,23.99999976,1,2,3,
1054,percent-of,966,69.00000048,0,0,1,
1054,percent-of,966,73.99999976,0,0,2,
1054,percent-of,966,73,0,0,3,
1054,percent-of,966,5,0,1,4,
1054,percent-of,966,102,0,1,5,
1054,percent-of,966,36.99999976,0,1,6,
1054,percent-of,966,10.00000048,0,1,7,
1054,percent-of,966,16.99999952,0,1,8,
1054,percent-of,966,12.00000024,0,2,9,
1054,percent-of,966,41.99999976,0,2,10,
1054,percent-of,966,24,0,2,11,
1054,percent-of,966,92.00000024,0,2,12,
1054,percent-of,966,7.000000238,1,2,13,
1054,discount,967,108.9999998,0,0,1,
1054,discount,967,157.0000002,0,0,2,
1054,discount,967,156,0,0,3,
1054,discount,967,6.999999762,0,1,4,
1054,discount,967,71.99999976,1,1,5,
1054,discount,853,98.00000048,0,0,1,
1054,percent-of,850,19,0,0,1,
1054,percent-of,850,14,1,0,2,
1054,discount,851,35,1,0,1,
1054,discount,852,10,1,0,1,
1054,m-measurement,1580,36.99999976,0,0,1,
1054,m-measurement,1580,14.99999976,1,0,2,
1054,area-of-circle,1650,18.00000048,0,0,1,
1054,area-of-circle,9686,44.99999976,1,0,1,
1054,area-of-circle,9687,49.00000024,0,0,1,
1054,area-of-circle,9687,8.999999523,1,0,2,
1054,least-common-multiple,2105,42.00000024,0,0,1,
1054,least-common-multiple,2102,30.00000024,0,0,1,
1054,least-common-multiple,2102,6.999999762,0,0,2,
1054,least-common-multiple,2102,9.999999762,0,0,3,
1054,least-common-multiple,2102,6.000000238,0,0,4,
1054,least-common-multiple,2102,8,1,0,5,
1054,least-common-multiple,2103,23.00000024,0,0,1,
1054,least-common-multiple,2103,6.999999762,0,0,2,
1054,least-common-multiple,2103,5,1,0,3,
1054,least-common-multiple,2104,19,0,0,1,
1054,least-common-multiple,2104,9.999999762,0,0,2,
1054,least-common-multiple,2104,8,0,0,3,
1054,least-common-multiple,2104,16,0,0,4,
1054,least-common-multiple,2104,8,0,0,5,
1054,least-common-multiple,2104,9.000000238,0,0,6,
1054,least-common-multiple,2104,71.00000024,0,1,7,
1054,least-common-multiple,2104,27,0,1,8,
1054,least-common-multiple,2104,43,0,1,9,
1054,least-common-multiple,2104,11.99999952,0,1,10,
1054,least-common-multiple,2104,8,0,1,11,
1054,least-common-multiple,2104,4.000000477,0,1,12,
1054,least-common-multiple,2104,3,0,2,13,
1054,least-common-multiple,2104,11,1,2,14,
1054,noskill,4685,87.99999976,0,0,1,
1054,noskill,4732,32,0,0,1,
1054,noskill,4732,76.00000024,1,0,2,
1054,noskill,4738,14.99999976,1,0,1,
1054,noskill,4739,6.999999762,1,0,1,
1054,noskill,4740,8.000000477,1,0,1,
1054,noskill,4741,16,1,0,1,
1054,properties-of-geometric-figures,1643,68.99999976,0,0,1,
1054,properties-of-geometric-figures,1643,5,0,0,2,
1054,properties-of-geometric-figures,1643,1.999999762,1,0,3,
1054,rate,1570,105,0,0,1,
1054,noskill,4674,88.99999952,0,0,1,
1054,noskill,4674,12.00000024,1,0,2,
1054,equation-concept,2705,79.00000024,1,0,1,
1054,noskill,3368,75.99999952,0,0,1,
1054,noskill,3364,47.00000024,1,0,1,
1054,noskill,3365,19.99999976,1,0,1,
1054,noskill,3368,53.00000048,0,0,2,
1054,noskill,3364,14.99999976,1,0,2,
1054,noskill,3365,11,1,0,2,
1054,noskill,3366,17.99999976,0,0,1,
1054,noskill,3366,9.000000238,0,0,2,
1054,noskill,3366,5,1,0,3,
1054,noskill,3367,28.99999976,0,0,1,
1054,noskill,3367,20.00000024,1,0,2,
1054,noskill,3400,54,0,1,1,
1054,noskill,3397,81.99999976,0,0,1,
1054,noskill,3397,90.00000024,1,0,2,
1054,noskill,3398,79.00000024,0,0,1,
1054,noskill,3398,34.99999952,0,0,2,
1054,noskill,3398,2.000000477,0,1,3,
1054,noskill,3398,41,1,1,4,
1054,noskill,3399,45,1,0,1,
1054,noskill,3429,30.99999952,1,0,1,
1054,venn-diagram,4517,82.00000048,0,0,1,
1054,venn-diagram,4515,30,1,0,1,
1054,venn-diagram,4516,17.99999976,0,0,1,
1054,venn-diagram,4516,19,0,0,2,
1054,venn-diagram,4516,35.99999976,0,0,3,
1054,venn-diagram,4516,21.00000048,0,0,4,
1054,venn-diagram,4516,110.9999995,0,0,5,
1054,venn-diagram,4516,17.00000024,0,0,6,
1054,venn-diagram,4516,9.999999762,0,1,7,
1054,venn-diagram,4516,18.00000048,1,1,8,
1054,pythagorean-theorem,4665,54.99999976,0,0,1,
1054,pythagorean-theorem,4665,4.999999762,0,0,2,
1054,pythagorean-theorem,4665,4.000000238,1,0,3,
1054,noskill,3448,61,1,0,1,
1054,area,1271,22,0,0,1,
1054,area,1266,25.99999976,0,0,1,
1054,area,1266,2.000000477,0,1,2,
1054,area,1266,21.99999952,0,1,3,
1054,area,1266,22,1,1,4,
1054,area,1267,10,0,0,1,
1054,area,1267,8.000000477,0,0,2,
1054,area,1267,5,0,0,3,
1054,area,1267,8,0,0,4,
1054,area,1267,3,0,1,5,
1054,area,1267,21.99999952,0,1,6,
1054,area,1267,22,0,1,7,
1054,area,1267,5,0,2,8,
1054,area,1267,11,1,2,9,
1054,perimeter,1268,14.00000024,0,0,1,
1054,perimeter,1268,39.00000024,0,0,2,
1054,perimeter,1268,5,0,1,3,
1054,perimeter,1268,22.99999976,0,1,4,
1054,perimeter,1268,28.00000024,1,1,5,
1054,perimeter,1269,9.999999762,0,0,1,
1054,perimeter,1269,19,0,0,2,
1054,perimeter,1269,30.99999976,1,0,3,
1054,area,1270,20.00000024,0,0,1,
1054,area,1270,6.999999762,1,0,2,
1054,noskill,3378,36.00000024,0,0,1,
1054,noskill,3374,22.99999976,1,0,1,
1054,noskill,3375,19,0,0,1,
1054,noskill,3375,19,0,0,2,
1054,noskill,3375,19,0,0,3,
1054,noskill,3375,28.00000024,0,0,4,
1054,noskill,3375,26,0,0,5,
1054,noskill,3375,15.99999976,0,1,6,
1054,noskill,3375,28.00000048,1,1,7,
1054,noskill,3376,12.99999976,0,0,1,
1054,noskill,3376,24,0,1,2,
1054,noskill,3376,16,0,1,3,
1054,noskill,3376,24,0,1,4,
1054,noskill,3376,3,0,2,5,
1054,noskill,3376,12.00000024,1,2,6,
1054,noskill,3377,46.99999976,0,0,1,
1054,noskill,3377,8,0,0,2,
1054,noskill,3377,4.999999762,0,1,3,
1054,noskill,3377,76.00000024,0,1,4,
1054,noskill,3377,22,0,2,5,
1054,noskill,3377,29,1,2,6,
1054,noskill,3432,152.0000002,0,0,1,
1054,noskill,3430,236,0,0,1,
