student_id,skill,exercise_id,response_time,correct,hint_count,attemp_count,time_interval
7401,fractions,1561,62,0,1,1,
7401,fractions,9371,457,0,0,2,
7401,fractions,9371,509.9999998,0,0,5,
7401,fractions,9371,732.9999998,0,4,15,
7401,fractions,9371,51,0,0,1,
7401,fractions,9371,9.999999762,0,0,3,
7401,fractions,9371,14.00000024,0,0,4,
7401,fractions,9371,8,0,0,6,
7401,fractions,9371,12.00000048,0,0,7,
7401,fractions,9371,9.999999762,0,0,8,
7401,fractions,9371,3,0,1,9,
7401,fractions,9371,52.99999976,0,1,10,
7401,fractions,9371,10.00000048,0,2,11,
7401,fractions,9371,32,0,2,12,
7401,fractions,9371,11.99999976,0,3,13,
7401,fractions,9371,47.99999976,0,3,14,
7401,fractions,9371,16,1,4,16,
7401,fractions,9372,30,0,0,1,
7401,fractions,9372,3.000000238,0,1,2,
7401,fractions,9372,43,0,1,3,
7401,fractions,9372,12.99999976,0,2,4,
7401,fractions,9372,60.00000024,0,2,5,
7401,fractions,9372,11,0,3,6,
7401,fractions,9372,18,1,3,7,
7401,proportion,9373,31.00000024,1,0,1,
7401,proportion,9374,20.99999976,0,0,1,
7401,proportion,9374,5,0,1,2,
7401,proportion,9374,20.00000024,0,2,3,
7401,proportion,9374,103.9999998,0,2,4,
7401,proportion,9374,21,0,3,5,
7401,proportion,9374,17.00000024,1,3,6,
7401,probability,2149,63.99999976,0,0,1,
7401,probability,2146,38.00000024,0,1,1,
7401,probability,2146,9.999999762,0,1,2,
7401,probability,2146,4.000000238,0,2,3,
7401,probability,2146,8,1,2,4,
7401,probability,2147,8.999999523,0,0,1,
7401,probability,2147,4.000000477,0,1,2,
7401,probability,2147,15.99999976,1,1,3,
7401,probability,2148,11.99999976,0,0,1,
7401,probability,2148,5.000000477,0,1,2,
7401,probability,2148,11.99999976,1,1,3,
7401,noskill,882,22.99999976,1,0,1,
7401,noskill,1619,86.00000048,0,0,1,
7401,noskill,1619,237,0,1,2,
7401,noskill,1619,14.00000024,0,1,3,
7401,noskill,1619,8,0,2,4,
7401,noskill,1619,19.99999952,0,2,5,
7401,noskill,1619,7.000000477,1,2,6,
7401,isosceles-triangle,4382,75,0,0,1,
7401,isosceles-triangle,4380,11,0,1,1,
7401,isosceles-triangle,4380,27.99999952,1,1,2,
7401,isosceles-triangle,4381,26.00000048,0,1,1,
7401,isosceles-triangle,4381,60.99999976,1,1,1,
7401,discount,166,176.9999998,0,0,1,
7401,discount,163,16,1,0,1,
7401,discount,164,22,0,0,1,
7401,discount,164,14.00000024,0,1,2,
7401,discount,164,70,0,1,3,
7401,discount,164,3,0,2,4,
7401,discount,164,60.99999976,0,2,5,
7401,discount,164,22.99999976,0,3,6,
7401,discount,164,44.00000024,0,4,7,
7401,discount,164,67,0,4,8,
7401,discount,164,6.000000238,0,5,9,
7401,discount,164,59.99999952,0,5,10,
7401,discount,166,86,1,0,1,
7401,mode,2260,763.0000005,0,0,1,
7401,mode,2256,14,0,0,1,
7401,mode,2256,13,1,0,2,
7401,reading-graph,2257,27,1,0,1,
7401,reading-graph,2258,19,1,0,1,
7401,mode,2260,915.0000002,0,0,1,
7401,mode,2256,33.00000024,0,0,1,
7401,mode,2256,46,0,0,2,
7401,mode,2256,11.99999952,1,0,3,
7401,reading-graph,2257,34.00000048,1,0,1,
7401,reading-graph,2258,62.99999976,1,0,1,
7401,mode,2259,25.99999976,1,0,1,
7401,evaluating-functions,4486,28.00000024,0,1,1,
7401,evaluating-functions,4485,544.9999998,0,1,1,
7401,unit-conversion,4483,41.99999976,0,0,1,
7401,unit-conversion,4483,66.00000024,0,1,2,
7401,unit-conversion,4483,57.00000024,1,1,3,
7401,unit-conversion,4484,282.9999995,1,0,1,
7401,evaluating-functions,4485,12.00000024,0,2,2,
7401,evaluating-functions,4485,67,1,2,3,
7401,area,136,30.99999976,0,1,1,
7401,area,132,17,1,0,1,
7401,perimeter,133,33.00000024,0,1,1,
7401,perimeter,133,13.99999952,0,2,2,
7401,perimeter,133,34.00000048,0,2,3,
7401,perimeter,133,38,1,2,4,
7401,area,134,27.99999976,0,0,1,
7401,area,134,12.99999976,1,0,2,
7401,area,135,15.00000048,0,1,1,
7401,area,135,6,0,2,2,
7401,area,135,16.99999952,1,2,3,
7401,evaluating-functions,1625,29.00000048,0,1,1,
7401,evaluating-functions,9681,49.99999976,0,0,1,
7401,evaluating-functions,9681,6.999999762,1,0,2,
7401,evaluating-functions,9682,16,0,0,1,
7401,evaluating-functions,9682,6,0,1,2,
7401,evaluating-functions,9682,14.00000024,0,1,3,
7401,evaluating-functions,9682,3,0,2,4,
7401,evaluating-functions,9682,22.00000024,0,3,5,
7401,evaluating-functions,9682,4.999999762,0,3,6,
7401,evaluating-functions,9682,17.99999976,0,3,7,
7401,evaluating-functions,9682,9.000000238,1,3,8,
7401,evaluating-functions,9683,22.00000024,1,0,1,
7401,combinatorics,1490,78,1,0,1,
7401,probability,4507,35.99999952,0,0,1,
7401,probability,4504,42.00000048,0,0,1,
7401,probability,4504,5.999999523,0,0,2,
7401,probability,4504,6,0,0,3,
7401,probability,4504,6.000000238,1,0,4,
7401,probability,4505,21,0,0,1,
7401,probability,4505,9,0,0,2,
7401,probability,4505,13,0,0,3,
7401,probability,4505,5,0,0,4,
7401,probability,4505,9.000000238,1,0,5,
7401,probability,4506,8.999999523,0,0,1,
7401,probability,4506,4.000000238,1,0,2,
7401,percents,940,44.00000024,1,0,1,
7401,noskill,4667,76.99999976,0,0,1,
7401,noskill,4667,5,0,1,2,
7401,noskill,4667,4.000000238,0,2,3,
7401,noskill,4667,1.999999762,0,3,4,
7401,noskill,4667,3.000000238,0,4,5,
7401,noskill,4667,14.99999976,1,4,6,
7401,scientific-notation,2225,17.99999976,0,0,1,
7401,scientific-notation,2219,11.00000024,0,1,1,
7401,scientific-notation,2219,16,1,1,2,
7401,scientific-notation,2220,8,0,1,1,
7401,scientific-notation,2220,41,1,1,2,
7401,scientific-notation,2221,18.99999952,0,1,1,
7401,scientific-notation,2221,9.000000238,1,1,2,
7401,scientific-notation,2222,9.999999762,0,1,1,
7401,scientific-notation,2222,6.000000238,1,1,2,
7401,scientific-notation,2223,4.000000238,0,1,1,
7401,scientific-notation,2223,17.99999976,1,1,2,
7401,scientific-notation,2224,13,0,1,1,
7401,scientific-notation,2224,4.000000238,1,1,2,
7401,interpreting-linear-equations,2716,39.99999976,0,0,1,
7401,interpreting-linear-equations,2713,25.00000024,0,0,1,
7401,interpreting-linear-equations,2713,3.999999762,0,1,2,
7401,interpreting-linear-equations,2713,20.99999976,0,1,3,
7401,interpreting-linear-equations,2713,4.000000477,0,2,4,
7401,interpreting-linear-equations,2713,6.999999762,1,2,5,
7401,interpreting-linear-equations,2714,8,1,0,1,
7401,interpreting-linear-equations,2715,14,0,1,1,
7401,interpreting-linear-equations,2715,6.000000238,0,2,2,
7401,interpreting-linear-equations,2715,11.99999952,1,2,3,
7401,circle-graph,1045,65.00000024,0,0,1,
7401,proportion,1042,6.999999762,1,0,1,
7401,reduce-fraction,1043,8.000000477,0,0,1,
7401,reduce-fraction,1043,6.999999762,0,1,2,
7401,reduce-fraction,1043,10,0,1,3,
7401,reduce-fraction,1043,7.999999762,0,2,4,
7401,reduce-fraction,1043,9.000000238,1,2,5,
7401,circle-graph,1044,19.99999976,1,0,1,
7401,subtracting-decimals,814,35,1,0,1,
7401,interpreting-linear-equations,2726,9.000000238,0,1,1,
7401,interpreting-linear-equations,2725,1.999999762,0,1,1,
7401,interpreting-linear-equations,2725,35,0,1,2,
7401,interpreting-linear-equations,2725,32,0,2,3,
7401,interpreting-linear-equations,2725,10.00000048,0,3,4,
7401,interpreting-linear-equations,2725,6.999999762,1,3,5,
7401,mean,2274,181.9999998,0,0,1,
7401,mean,2268,15.00000024,0,1,1,
7401,mean,2268,6.999999762,1,1,2,
7401,mean,2269,30.00000024,0,0,1,
7401,mean,2269,3,0,1,2,
7401,mean,2269,6.999999762,0,2,3,
7401,mean,2269,18.00000048,0,2,4,
7401,mean,2269,5,0,3,5,
7401,mean,2269,25,1,3,6,
7401,mean,2270,330.9999995,0,0,1,
7401,mean,2270,5.000000477,0,1,2,
7401,mean,2270,6.999999762,0,2,3,
7401,mean,2270,35,0,2,4,
7401,mean,2270,3,0,3,5,
7401,mean,2270,11.99999976,1,3,6,
7401,mean,2271,9.000000238,0,1,1,
7401,mean,2271,4.000000238,0,2,2,
7401,mean,2271,3.999999762,0,3,3,
7401,mean,2271,17.00000024,0,3,4,
7401,mean,2271,8,0,3,5,
7401,mean,2271,47.99999976,1,3,6,
7401,mean,2272,107,0,0,1,
7401,mean,2272,17.00000024,1,0,2,
7431,substitution,4478,159.0000002,1,0,1,
7431,evaluating-functions,2685,124,1,0,1,
7431,finding-percents,1254,92.99999976,1,0,1,
7431,transformations-rotations,1314,74.00000024,1,0,1,
7431,equation-solving,1986,43,1,0,1,
7431,pattern-finding,3540,94,1,0,1,
7431,multiplying-decimals,1031,204.9999995,0,1,1,
7431,p-patterns-relations-algebra,1028,73,0,0,1,
7431,p-patterns-relations-algebra,1028,10.00000048,1,0,2,
7431,p-patterns-relations-algebra,1029,46.99999976,1,0,1,
7431,p-patterns-relations-algebra,1030,253,0,0,1,
7431,p-patterns-relations-algebra,1030,278.9999998,0,1,2,
7431,p-patterns-relations-algebra,1030,12.00000048,0,2,3,
7431,p-patterns-relations-algebra,1030,16.99999952,0,3,4,
7431,p-patterns-relations-algebra,1030,9.000000238,0,4,5,
7431,p-patterns-relations-algebra,1030,11,0,5,6,
7431,p-patterns-relations-algebra,1030,25.00000024,0,5,7,
7431,p-patterns-relations-algebra,1030,73,1,5,8,
7431,area,174,156.9999995,0,0,1,
